id,phase,kind,tag,cycle_day_min,cycle_day_max,title,body
304,menstrual,mood,Mind,1,5,Write a letter to yourself,Write to yourself as if from a kind friend. What would you tell yourself about what you are going through right now.
305,menstrual,mood,Mind,1,5,Limit news consumption,During menstruation the brain is more reactive to threat. Limiting news intake measurably reduces cortisol and anxiety.
306,menstrual,mood,Mind,1,5,Revisit comfort media,Rewatching a favourite film or series provides psychological safety and serotonin without requiring any cognitive effort.
307,menstrual,mood,Mind,1,5,Use a weighted blanket,Deep pressure stimulation from a weighted blanket activates the parasympathetic nervous system and reduces anxiety.
308,menstrual,mood,Mind,1,5,Give yourself an hour off,Block one full hour in your day where you are accountable to no one and do whatever you genuinely feel like doing.
309,menstrual,mood,Mind,1,5,Practice observing thoughts,When a negative thought appears try labelling it: that is an anxious thought. Labelling creates distance and reduces its power.
310,menstrual,mood,Mind,1,5,Reduce decision fatigue,Too many small decisions drain the mental energy you need for coping this week. Simplify meals routines and choices.
311,menstrual,mood,Mind,1,5,Avoid people who drain you,Your emotional bandwidth is reduced. Being around high-maintenance people right now is a real physiological cost.
312,menstrual,mood,Mind,1,5,Write what you want to release,Write down everything you want to let go of this cycle then symbolically destroy the list. The ritual is surprisingly powerful.
313,menstrual,mood,Mind,1,5,Body gratitude practice,Name one thing your body did for you today. Even on a painful day your heart beat your lungs breathed. That is worth noting.
314,menstrual,mood,Mind,1,5,Cancel the non-essential,Review your week and cancel one thing you agreed to out of obligation rather than desire. You will feel immediate relief.
315,menstrual,mood,Mind,1,5,Nature sounds for nervous system,Recordings of rain forest or ocean sounds reduce cortisol by measurable amounts. Use as background while resting.
316,menstrual,mood,Mind,1,5,Cry without apology,Emotional tears contain stress hormones. Crying is literally the body releasing cortisol. Let it happen without shame.
317,menstrual,mood,Mind,1,5,Phone a trusted person,Not to vent necessarily but just to hear a familiar voice. Social connection reduces pain perception through oxytocin release.
318,menstrual,mood,Mind,1,5,Write tomorrow plan tonight,Before sleeping write 3 things you will do tomorrow. This closes open cognitive loops and significantly improves sleep quality.
319,menstrual,mood,Mind,1,5,Avoid difficult conversations,Your emotional reactivity is higher this week. If possible postpone conversations that require careful emotional calibration.
320,menstrual,mood,Mind,1,5,Guided visualisation for pain,There are specific guided visualisations for menstrual pain where you visualise the cramping as melting heat. Find one on YouTube.
321,menstrual,mood,Mind,1,5,Acceptance over resistance,Fighting the fact that you are menstruating increases suffering. Accepting this as a normal phase reduces the psychological burden.
322,menstrual,mood,Mind,1,5,Sensory self-soothing kit,Prepare a small kit with items that engage calming senses: a scented candle soft fabric herbal tea and a good playlist.
323,menstrual,mood,Mind,1,5,Lower your productivity bar,Doing 30 percent of your normal output is appropriate during menstruation not a failure. Adjust your definition of a good day.
324,menstrual,mood,Mind,1,5,Look at nature photography,Research shows viewing nature images reduces cortisol even when you cannot be outside. A few minutes is enough.
325,menstrual,mood,Mind,1,5,Avoid alcohol for mood,Alcohol is a depressant that worsens already low progesterone and estrogen levels. The short relief always makes things worse later.
326,menstrual,mood,Mind,1,5,Track your emotional patterns,Note your mood today. Over several cycles you will see patterns that help you predict and prepare rather than be surprised.
327,menstrual,mood,Mind,1,5,Aromatherapy with lavender,Lavender essential oil reduces anxiety and pain perception. Diffuse or dilute and apply to your wrists and temples.
328,menstrual,mood,Mind,1,5,Menstrual art journaling,Drawing painting or collaging without intention is a powerful release for the emotional intensity of menstruation.
329,menstrual,mood,Mind,1,5,Podcasts over social media,Listening to an interesting podcast provides mental engagement without the social comparison and cortisol of scrolling.
330,menstrual,mood,Mind,1,5,One small act of pleasure,Do one thing today purely because it brings you pleasure. Not because it is productive or beneficial. Just because you want to.
331,menstrual,mood,Mind,1,5,NSDR or yoga nidra,Non-sleep deep rest protocols are 20-minute guided relaxations that restore dopamine and reduce pain as effectively as a short sleep.
332,menstrual,mood,Mind,1,5,Batch easy decisions,Decide in advance what you will eat wear and do so you do not have to make those choices in real time while uncomfortable.
333,menstrual,mood,Mind,1,5,Reframe the week,This is a week of internal work not external achievement. The menstrual phase is productive in a different way than the world rewards.
334,menstrual,mood,Mind,1,5,Colouring for active calm,Adult colouring activates a flow state that reduces anxiety without requiring the focus of more demanding creative work.
335,menstrual,mood,Mind,1,5,Acknowledge your sensitivity,The emotional heightening of menstruation is also what makes you more empathetic and perceptive. It is a double-edged gift.
336,menstrual,mood,Mind,1,5,Bilateral stimulation tapping,Tapping alternately on each knee while thinking of something stressful activates the bilateral processing that reduces emotional intensity.
337,menstrual,mood,Mind,1,5,Postpone major decisions,Your risk assessment is skewed right now. Not because you are irrational but because the brain genuinely sees more threat at this phase.
338,menstrual,mood,Mind,1,5,Read poetry or short pieces,Poetry activates different brain regions than prose. Short beautiful language provides emotional resonance without requiring sustained attention.
339,menstrual,mood,Mind,1,5,Spend time with animals,Being with animals reduces cortisol raises oxytocin and requires nothing from you. Even animal videos provide measurable benefit.
340,menstrual,mood,Mind,1,5,10-minute sunlight break,Even in winter standing in natural daylight for 10 minutes regulates the circadian rhythm and improves serotonin production.
341,menstrual,mood,Mind,1,5,Comfort food ritual,Make your most comforting healthy meal slowly and deliberately. The act of preparing it is itself a form of self-care.
342,menstrual,mood,Mind,1,5,Release the comparison,On the days you feel worst other people seem to have infinite energy. They have their own struggle. This week is yours.
343,menstrual,mood,Mind,1,5,Extend bedtime by 30 minutes,Going to bed 30 minutes earlier than usual during menstruation significantly reduces next-day fatigue and emotional reactivity.
344,menstrual,mood,Mind,1,5,Warmth as emotional tool,Physical warmth signals safety to the nervous system. Hot drinks warm baths and heated blankets are not indulgences - they are therapeutic.
345,menstrual,mood,Mind,1,5,Write what is going well,Despite the discomfort something is going well. Writing three things that are working right now interrupts the negativity bias.
346,menstrual,mood,Mind,1,5,Forgive yourself in advance,You will probably be less patient less productive and more emotional this week. That is expected. Decide now not to hold it against yourself.
347,menstrual,mood,Mind,1,5,Limit high-stakes commitments,Try not to schedule important meetings pitches or performances during your menstrual window if you have any choice.
348,menstrual,mood,Mind,1,5,Revisit past creative work,Looking at things you have made written or achieved in the past gives perspective and counters the low self-worth of menstruation.
349,menstrual,mood,Mind,1,5,Silent 5 minutes,Just 5 minutes of sitting in complete silence with eyes closed resets the nervous system and is the simplest form of meditation.
350,menstrual,mood,Mind,1,5,Positive touch,A hug from someone you trust a self-massage or even pressing your own hand on your heart triggers oxytocin release that reduces pain.
351,menstrual,care,Care,1,5,Track clot size,Clots smaller than a 50p coin are normal. Larger clots or very heavy flow that soaks protection hourly warrants a doctors visit.
352,menstrual,care,Care,1,5,Menstrual cup benefits,A menstrual cup can be worn for 12 hours reducing anxiety around leaks and allowing you to sleep through the night uninterrupted.
353,menstrual,care,Care,1,5,Period underwear backup,Wearing period underwear as backup to your usual protection gives confidence for sleeping exercising and long journeys.
354,menstrual,care,Care,1,5,Heating pad safety,Never fall asleep with a heating pad plugged in. Use a microwaveable wheat bag instead which cools safely.
355,menstrual,care,Care,1,5,Castor oil compress,Applying warm castor oil to the lower abdomen with a cloth and heat for 30 minutes reduces pelvic inflammation significantly.
356,menstrual,care,Care,1,5,Skin may be oilier,Progesterone drop causes a brief testosterone dominance that can increase skin oiliness. Switch to a lighter cleanser this week.
357,menstrual,care,Care,1,5,Gentle cleansing only,Your vulval skin is more sensitive during menstruation. Use only warm water and avoid scented products entirely.
358,menstrual,care,Care,1,5,Change clothes after exercise,Even gentle movement during menstruation increases moisture. Changing promptly reduces irritation and infection risk.
359,menstrual,care,Care,1,5,Log your flow day by day,Recording whether flow is heavy medium or light each day over several cycles reveals your personal pattern.
360,menstrual,care,Care,1,5,Organic cotton products,Conventional pads and tampons may contain traces of pesticides and bleach. Organic options are gentler on sensitive menstrual tissue.
361,menstrual,care,Care,1,5,Avoid tight waistbands,Elastic pressing on a bloated abdomen is surprisingly painful. Opt for high-waisted soft-band leggings or loose trousers.
362,menstrual,care,Care,1,5,B complex supplement,A B complex vitamin taken with food supports energy production mood stability and red blood cell formation during menstruation.
363,menstrual,care,Care,1,5,Magnesium topical spray,Magnesium oil sprayed onto the lower abdomen and absorbed transdermally reduces cramps within 20-30 minutes.
364,menstrual,care,Care,1,5,Sleep on a dark towel,If anxiety about leaking disrupts sleep place a dark towel under you and use your most reliable period product. Sleep matters more.
365,menstrual,care,Care,1,5,Check iron supplement timing,Iron supplements are best absorbed on an empty stomach but this worsens nausea. Take with a small amount of food and vitamin C.
366,menstrual,care,Care,1,5,Foot warmth reduces cramps,Wearing thick socks or using a foot warmer draws circulation downward and can reduce the intensity of uterine cramping.
367,menstrual,care,Care,1,5,CBD oil for period pain,Topical CBD applied to the lower abdomen reduces menstrual pain for many people. Available legally in most countries.
368,menstrual,care,Care,1,5,Evening primrose oil,500-1000mg of evening primrose oil taken in the second half of your cycle can significantly reduce PMS and period pain next month.
369,menstrual,care,Care,1,5,Pelvic floor release,Consciously relaxing rather than engaging the pelvic floor during cramping reduces pain. Kegels should be avoided during menstruation.
370,menstrual,care,Care,1,5,Cold flannel for lower back heat,Alternating heat and cold on the lower back - 3 minutes each - is more effective than heat alone for certain types of period back pain.
371,menstrual,care,Care,1,5,Monitor sleep quality,Period-related sleep disruption is real and affects the next day significantly. Track sleep this week and identify what helps.
372,menstrual,care,Care,1,5,Skin barrier extra care,Hormonal shifts can compromise the skin barrier. A simple fragrance-free moisturiser applied morning and night prevents dryness and reactivity.
373,menstrual,care,Care,1,5,Reduce shower temperature,Very hot showers dilate blood vessels and can increase flow and dizziness on heavy days. Warm rather than hot is better.
374,menstrual,care,Care,1,5,Acupuncture for period pain,Regular acupuncture has strong clinical evidence for reducing menstrual pain over several cycles. Worth trying if cramps are severe.
375,menstrual,care,Care,1,5,Vitamin E for cramping,400 IU of vitamin E taken 2 days before and 3 days into your period has been shown to significantly reduce dysmenorrhea.
376,menstrual,care,Care,1,5,Light scent environment,Heavy perfumes and synthetic fragrances can worsen nausea during menstruation. Opt for light natural scents or none at all.
377,menstrual,care,Care,1,5,Omega-3 supplement if not from food,If you do not eat oily fish 2-3 times per week take 1-2g of EPA and DHA daily to reduce prostaglandin-driven cramping.
378,menstrual,care,Care,1,5,Note pain patterns,Is the pain worse in the morning or evening. Does heat help or movement. Recording this guides better self-care over time.
379,menstrual,care,Care,1,5,Avoid pool swimming on heavy days,Pools are fine with a tampon or cup but chlorine can irritate sensitive menstrual tissue. Rinse well afterwards.
380,menstrual,care,Care,1,5,Check your tampon fit,A correctly placed tampon should not be felt at all. If you feel it it is not inserted far enough and needs repositioning.
381,menstrual,care,Care,1,5,Iron-rich snack pack,Prepare a small bag with dried apricots pumpkin seeds and dark chocolate so you always have iron-rich snacks accessible.
382,menstrual,care,Care,1,5,Self-compassion reminder card,Write yourself a small card that says something kind about this week. Put it where you will see it each morning.
383,menstrual,care,Care,1,5,Avoid new medical procedures,Menstruation is not a good time for elective medical or dental procedures due to reduced clotting and increased sensitivity.
384,menstrual,care,Care,1,5,Lubrication if needed,Estrogen drop can reduce natural lubrication. A water-based lubricant prevents irritation if intimacy is desired during menstruation.
385,menstrual,care,Care,1,5,Cool the room at night,A slightly cooler bedroom reduces night sweats and the discomfort of sleeping with a hot water bottle.
386,menstrual,care,Care,1,5,Document your cycle for your doctor,If period pain is severe enough to affect your daily function that is medically significant and worth documenting for your GP.
387,follicular,food,Nourish,6,13,Sesame seeds for estrogen,Sesame seeds contain lignans that support healthy estrogen levels as they rise in the follicular phase. Add to everything.
388,follicular,food,Nourish,6,13,Green smoothie daily,A daily green smoothie with spinach kale banana and flaxseed provides folate B6 and phytoestrogens that support follicle development.
389,follicular,food,Nourish,6,13,Artichokes for liver health,Artichokes contain cynarin which stimulates bile production and supports the liver in clearing old hormones as new estrogen rises.
390,follicular,food,Nourish,6,13,Wild salmon twice this week,Wild salmon provides astaxanthin and omega-3 that protect developing follicles from oxidative damage.
391,follicular,food,Nourish,6,13,Pea protein post-workout,Plant-based pea protein powder provides all essential amino acids and is easier on digestion than whey during the follicular training surge.
392,follicular,food,Nourish,6,13,Fermented vegetables daily,Kimchi sauerkraut and tempeh seed the gut with beneficial bacteria that influence estrogen metabolism and mood via the gut-brain axis.
393,follicular,food,Nourish,6,13,Fresh herbs in cooking,Parsley dill and fresh coriander contain apigenin and flavonoids that support estrogen activity. Use generously this week.
394,follicular,food,Nourish,6,13,Pomegranate for follicle health,Pomegranate seeds and juice are rich in antioxidants that protect the developing follicle and support estrogen receptor activity.
395,follicular,food,Nourish,6,13,Avoid skipping breakfast,Your metabolism is accelerating in the follicular phase. Skipping breakfast leads to blood sugar crashes that disrupt the clean energy of this week.
396,follicular,food,Nourish,6,13,Oily fish for brain clarity,DHA in oily fish directly supports the cognitive sharpness and improved memory characteristic of the follicular phase.
397,follicular,food,Nourish,6,13,Asparagus for folate,Asparagus is one of the richest food sources of folate which supports cell division and DNA repair as follicles mature.
398,follicular,food,Nourish,6,13,Limit refined carbs now,Your insulin sensitivity is good in the follicular phase but large portions of white bread and pasta still blunt the clean energy of this week.
399,follicular,food,Nourish,6,13,Cacao nibs for magnesium,Raw cacao nibs provide magnesium and flavonoids without the sugar of chocolate. Add to trail mix or porridge.
400,follicular,food,Nourish,6,13,Liver once per week,Chicken liver is the most nutrient-dense food available providing iron B12 vitamin A and CoQ10 in one small serving.
401,follicular,food,Nourish,6,13,Hydrate before coffee,Drinking 500ml of water before your first coffee prevents the dehydrating effect of caffeine from blunting your follicular energy.
402,follicular,food,Nourish,6,13,Celery for natural sodium,Celery provides natural sodium potassium and apigenin. Better electrolyte balance than adding table salt to food.
403,follicular,food,Nourish,6,13,Matcha over coffee,Matcha provides sustained alertness via L-theanine without the cortisol spike of coffee. Better for hormonal balance this week.
404,follicular,food,Nourish,6,13,Quinoa for complete protein,Quinoa is the only grain that contains all essential amino acids. It supports muscle recovery as training intensity increases this week.
405,follicular,food,Nourish,6,13,Berries for antioxidants,Blueberries raspberries and strawberries protect growing follicles from oxidative stress. Eat a handful daily.
406,follicular,food,Nourish,6,13,Avocado daily,Avocado provides monounsaturated fat that is the direct building block of steroid hormones including estrogen.
407,follicular,food,Nourish,6,13,Dandelion greens in salad,Dandelion greens are bitter herbs that stimulate bile flow and support liver detoxification of estrogen metabolites.
408,follicular,food,Nourish,6,13,Sunflower seeds for vitamin E,Vitamin E in sunflower seeds supports follicle integrity and protects the developing egg from oxidative damage.
409,follicular,food,Nourish,6,13,Pre-workout protein snack,Eating 20g of protein 60 minutes before training increases muscle protein synthesis during the follicular performance window.
410,follicular,food,Nourish,6,13,Reduce alcohol this week,Alcohol disrupts estrogen metabolism in the liver and impairs the clean hormone rise needed for healthy follicle development.
411,follicular,food,Nourish,6,13,Colourful root vegetables,Carrots sweet potato and beetroot provide beta-carotene and phytoestrogens that support hormonal balance as estrogen rises.
412,follicular,food,Nourish,6,13,Post-workout refuel window,Eating carbohydrates and protein within 30 minutes of training is most effective in the follicular phase when muscle uptake is highest.
413,follicular,food,Nourish,6,13,Mineral water over still,Mineral water provides magnesium calcium and silica not found in tap water. Switch for at least half your daily intake.
414,follicular,food,Nourish,6,13,Lemon and olive oil dressing,A simple dressing of lemon juice and extra virgin olive oil provides vitamin C flavonoids and oleocanthal with every salad.
415,follicular,food,Nourish,6,13,Increase calories with activity,As training intensity increases caloric needs rise. Under-eating during follicular training blunts performance and recovery.
416,follicular,food,Nourish,6,13,Natto for vitamin K2,Natto is the richest food source of vitamin K2 which directs calcium into bones and away from arteries. Worth trying.
417,follicular,food,Nourish,6,13,Edamame for complete protein,Edamame provides complete plant protein plus isoflavones that gently modulate estrogen activity. A great snack this week.
418,follicular,food,Nourish,6,13,Reduce sugar before ovulation,Excess sugar disrupts the insulin signalling needed for optimal LH surge and follicle release. Wind it down as day 14 approaches.
419,follicular,food,Nourish,6,13,Chlorophyll-rich foods,Chlorella spirulina and wheatgrass are rich in chlorophyll which supports detoxification and oxygenation as energy rises.
420,follicular,food,Nourish,6,13,Honey for quick energy,Raw honey provides glucose and fructose for rapid pre-workout energy plus prebiotics that support gut health.
421,follicular,food,Nourish,6,13,Evening meal timing matters,Eating dinner before 7pm allows the liver 12 hours to process the day hormones before the next rise begins in the morning.
422,follicular,move,Move,6,13,Sprint interval training,8 x 30-second sprints with 90-second recovery is one of the most effective formats for the follicular performance window.
423,follicular,move,Move,6,13,Olympic lifting technique,Power cleans snatches and jerks suit the improved neuromuscular coordination of the follicular phase. Focus on technique.
424,follicular,move,Move,6,13,Parkour or movement exploration,Playful exploratory movement suits the rising creativity and physical confidence of the follicular phase perfectly.
425,follicular,move,Move,6,13,Aerial yoga,The strength required for aerial inversions and poses suits the follicular peak. Try an aerial class this week.
426,follicular,move,Move,6,13,Long weekend hike,Plan a challenging hike for this weekend. Rising estrogen supports endurance and your pain tolerance is also improving.
427,follicular,move,Move,6,13,Surf or paddleboard,Balance and core stability improve in the follicular phase. Water-based balance sports feel particularly satisfying this week.
428,follicular,move,Move,6,13,Bootcamp or circuit class,The variety of circuit training suits the follicular desire for novelty and challenge. Push hard and enjoy the recovery.
429,follicular,move,Move,6,13,Heavy deadlifts,Your back strength and posterior chain power peak in the follicular phase. A heavy deadlift session will feel remarkably good.
430,follicular,move,Move,6,13,Gymnastics skills,Handstands cartwheels and balance skills are best learned in the follicular phase when coordination and body awareness peak.
431,follicular,move,Move,6,13,Competitive running race,If you race register for an event in the follicular window. Race-day performance is measurably better in this phase.
432,follicular,move,Move,6,13,Kettlebell swings,The hip-hinge power of kettlebell swings suits follicular strength levels. Start with a challenging weight and build across the week.
433,follicular,move,Move,6,13,Indoor climbing competition,Follicular coordination confidence and pain tolerance suit competitive indoor climbing particularly well.
434,follicular,move,Move,6,13,Triathlon training block,All three disciplines of triathlon suit the follicular phase. Plan your highest-volume training block here.
435,follicular,move,Move,6,13,Crossfit WOD,The intensity and variety of Crossfit workouts align perfectly with follicular energy and recovery capacity.
436,follicular,move,Move,6,13,Ballet barre strength,Classical ballet barre training builds exceptional leg strength and balance. The precision suits follicular mental sharpness.
437,follicular,move,Move,6,13,Long slow distance run,Build your aerobic base with a long slow run. Estrogen supports fat oxidation which makes long distances feel more sustainable.
438,follicular,move,Move,6,13,Heavy squat session,Barbell back squats and front squats are excellent choices for the follicular phase. Set a personal best this week.
439,follicular,move,Move,6,13,Soccer or basketball,Team sports with running and agility suit the follicular coordination and social energy peaks simultaneously.
440,follicular,move,Move,6,13,Cycling climbing challenge,Taking on a hill or mountain cycling route suits your follicular endurance and mental toughness window.
441,follicular,move,Move,6,13,Morning run before work,Follicular morning energy is notably higher. A 30-minute run before work sets cognitive and physical tone for the whole day.
442,follicular,move,Move,6,13,Handstand practice,Inverting and building shoulder stability suits both the strength gains and vestibular confidence of the follicular phase.
443,follicular,move,Move,6,13,Tennis or racket sports,The explosive lateral movement and hand-eye coordination of racket sports suit follicular neuromuscular peaks.
444,follicular,move,Move,6,13,Rowing machine intervals,Rowing engages 86 percent of muscles and suits follicular whole-body strength and cardiovascular capacity.
445,follicular,move,Move,6,13,Muscle up progression,Gymnastic pulling movements suit follicular upper body strength. Work toward a muscle up or progress the movement pattern.
446,follicular,move,Move,6,13,Hip thrust progression,Glute-focused hip thrusts build posterior chain power most efficiently when hormones are rising in the follicular phase.
447,follicular,move,Move,6,13,Assault bike sprints,The total body demand of the assault bike suits follicular capacity. Short maximal efforts feel powerful and achievable.
448,follicular,move,Move,6,13,Jiu-jitsu or wrestling,Grappling sports that require strength problem-solving and physical confidence suit the follicular phase very well.
449,follicular,move,Move,6,13,Nordic walking with poles,Adding poles to walking dramatically increases upper body engagement and caloric expenditure for a full-body follicular workout.
450,follicular,move,Move,6,13,Resistance band superset,Supersets with resistance bands keep heart rate elevated and maximise time efficiency for busy follicular schedules.
451,follicular,move,Move,6,13,Ski or snowboard,If accessible the balance coordination and strength demands of winter sports suit follicular physical confidence exceptionally well.
452,follicular,mood,Mind,6,13,Pitch the business idea,The confidence and verbal fluency of the follicular phase make this the best week to present pitch or persuade.
453,follicular,mood,Mind,6,13,Start therapy or counselling,Follicular clarity and emotional resilience make it easier to begin difficult therapeutic work. Make the appointment.
454,follicular,mood,Mind,6,13,Write your manifesto,What do you stand for. What do you want. Follicular conviction and articulation make writing your personal manifesto feel natural.
455,follicular,mood,Mind,6,13,Send the difficult email,That email you have been drafting and not sending. Follicular confidence means you are more likely to press send and feel good about it.
456,follicular,mood,Mind,6,13,Negotiate a raise or contract,Financial negotiation suits the follicular and ovulation window. Your confidence persuasiveness and verbal fluency are at a monthly high.
457,follicular,mood,Mind,6,13,Take an online certification,The learning acceleration and cognitive sharpness of this phase make completing a course module or certification feel satisfying.
458,follicular,mood,Mind,6,13,Plan your most important project,Set the structure timeline and milestones for your largest project while your planning and forward-thinking are enhanced.
459,follicular,mood,Mind,6,13,Record your ideas,Keep a voice note app open this week. Follicular idea generation is real. Capture thoughts before they dissolve.
460,follicular,mood,Mind,6,13,Reconnect with an old friend,Social warmth and emotional generosity are higher. Reaching out to someone you have lost touch with feels natural and is well-received.
461,follicular,mood,Mind,6,13,Begin a new creative practice,Starting a new creative hobby is much more likely to stick when begun in the follicular phase because motivation and novelty-seeking align.
462,follicular,mood,Mind,6,13,Public speaking practice,Toastmasters a work presentation or a recorded video. Your vocal confidence and articulation peak in the follicular phase.
463,follicular,mood,Mind,6,13,Explore a new neighbourhood,Curiosity and adventurousness rise with estrogen. Taking yourself somewhere new provides the novel stimulation your brain craves.
464,follicular,mood,Mind,6,13,Deep work sessions,Follicular focus is exceptional for deep concentrated work. Block 2-hour sessions and eliminate distractions.
465,follicular,mood,Mind,6,13,Write a long-form piece,Essays articles reports or long emails are best written in the follicular phase when verbal fluency and sustained attention align.
466,follicular,mood,Mind,6,13,Challenge a limiting belief,Rising confidence makes it easier to examine a belief that has been holding you back. Write about where it came from and whether it is still true.
467,follicular,mood,Mind,6,13,Map your values,Spend time identifying what matters most to you right now. Follicular clarity makes values-mapping unusually productive.
468,follicular,mood,Mind,6,13,Attend a lecture or event,Your intellectual curiosity peaks in the follicular phase. Go to a talk exhibition or learning event you have been considering.
469,follicular,mood,Mind,6,13,Commit to a habit for this cycle,It takes about 28 days to solidify a habit. Starting in the follicular phase gives you the energy and motivation to persist.
470,follicular,mood,Mind,6,13,Collaborate creatively,Joint creative projects music jam sessions or co-writing work best when your social and creative energies are both rising.
471,follicular,mood,Mind,6,13,Try improv or stand-up,Your wit and verbal agility peak this week. An improv class or comedy open mic is a wild but genuinely well-timed idea.
472,follicular,mood,Mind,6,13,Research something deeply,Follicular curiosity and focus support deep research dives. Pick a topic that matters to your work or life and go deep.
473,follicular,mood,Mind,6,13,Organise your physical space,Follicular initiating energy is perfect for the decluttering reorganising and home projects you have been putting off.
474,follicular,mood,Mind,6,13,Make a bold decision,A decision you have been circling for weeks is best made in the follicular phase. You have the clarity and confidence now.
475,follicular,mood,Mind,6,13,Journal your strengths,Write a detailed account of your strengths and what you are good at. Follicular confidence makes this feel true rather than like wishful thinking.
476,follicular,mood,Mind,6,13,Schedule the adventure,Book the trip plan the challenge or enter the competition. Follicular optimism makes you more likely to follow through.
477,follicular,mood,Mind,6,13,Ask for feedback,Rising emotional resilience means you can receive critical feedback this week without it feeling like an attack.
478,follicular,mood,Mind,6,13,Share your work publicly,Post the piece share the project or show the portfolio. Your tolerance for visibility peaks with rising estrogen.
479,follicular,mood,Mind,6,13,Mentor or teach someone,Sharing knowledge feels generous and natural in the follicular phase. Offer to help or teach someone something you know well.
480,follicular,mood,Mind,6,13,Design a system,Creating systems routines and structures is cognitively demanding but deeply satisfying in the follicular phase.
481,follicular,mood,Mind,6,13,Morning intention setting,5 minutes of intention setting each morning this week leverages follicular clarity to direct the rising energy purposefully.
482,follicular,care,Care,6,13,Retinol or active ingredients,Follicular skin resilience and renewal mean you can reintroduce stronger actives like retinol or AHAs this week.
483,follicular,care,Care,6,13,Professional facial,Skin tolerance and clarity are at their best in the follicular phase. The best time to book a facial or facial treatment.
484,follicular,care,Care,6,13,Track basal body temperature,Your BBT is at its monthly low in the follicular phase. Recording it daily builds the data needed to identify ovulation accurately.
485,follicular,care,Care,6,13,Seed cycling with sunflower seeds,The seed cycling protocol adds sunflower seeds in the follicular phase for their vitamin E and selenium content.
486,follicular,care,Care,6,13,Waxing or laser hair removal,Hair growth slows in the follicular phase and skin sensitivity is lower. Best time for hair removal treatments.
487,follicular,care,Care,6,13,Dental checkup,Follicular energy and emotional resilience make attending medical and dental appointments easier. Book the one you have been avoiding.
488,follicular,care,Care,6,13,Blood tests if needed,Hormone thyroid and iron panels are best done in the follicular phase when baseline levels are most stable for reference.
489,follicular,care,Care,6,13,Probiotics for gut health,Taking a quality probiotic in the follicular phase supports the gut microbiome changes needed for healthy estrogen circulation.
490,follicular,care,Care,6,13,Vitamin D check,If you have not checked your vitamin D level recently the follicular phase when you feel well is the ideal time to arrange it.
491,follicular,care,Care,6,13,New bra fitting,Body composition changes subtly across the cycle. A professional bra fitting in the follicular phase gives a good baseline measurement.
492,follicular,care,Care,6,13,Hair cut or colour,Hair texture is at its strongest and most manageable in the follicular phase. Schedule cuts and colour treatments now.
493,follicular,care,Care,6,13,Sleep schedule optimisation,Follicular sleep is generally better. Use this week to establish an earlier bedtime that you can maintain into the luteal phase.
494,follicular,care,Care,6,13,Establish your cycle tracking habit,If you do not already track your cycle the follicular phase motivation makes it the easiest time to start a new tracking app habit.
495,follicular,care,Care,6,13,Collagen supplement,Taking collagen peptides during follicular phase when cellular renewal is highest gives better absorption and results.
496,follicular,care,Care,6,13,Book smear or well-woman check,Follicular resilience makes attending potentially anxiety-provoking health checks feel manageable. Book what needs booking.
497,follicular,care,Care,6,13,New workout clothes,Refreshing workout gear in the follicular phase makes the most of your motivation and makes sticking to training more enjoyable.
498,follicular,care,Care,6,13,Sunscreen daily,Rising estrogen slightly increases photosensitivity approaching ovulation. Daily SPF is especially important in the late follicular phase.
499,follicular,care,Care,6,13,Eye care check,The follicular phase when energy is high and appointments feel manageable is a good time to schedule an eye test.
500,follicular,care,Care,6,13,Posture assessment,Standing taller feels more natural in the follicular phase as confidence rises. Use this time to assess and correct habitual posture patterns.
501,follicular,care,Care,6,13,Gut health review,Follicular digestive function is generally better. Note what food combinations are working well and what should be adjusted.
502,follicular,care,Care,6,13,Cervical mucus education,Learning to identify your cervical mucus changes in the follicular phase is one of the most useful cycle awareness skills to develop.
503,follicular,care,Care,6,13,Hydration tracking,Increase water intake as training intensity rises. Aim for at least 35ml per kg of body weight on training days.
504,follicular,care,Care,6,13,Oral health boost,Follicular immunity is relatively strong. Use this week to floss daily and use an antiseptic mouthwash to support oral health.
505,follicular,care,Care,6,13,Deep conditioning hair mask,Despite stronger hair growth the follicular phase is a good time for a deep conditioning treatment especially after colour.
506,follicular,care,Care,6,13,Body composition measurement,If you track body composition the follicular phase provides more stable measurements less affected by hormonal fluid fluctuations.
507,follicular,care,Care,6,13,Magnesium glycinate ongoing,If you are not already taking it starting magnesium glycinate in the follicular phase and continuing through the cycle reduces PMS significantly.
508,follicular,care,Care,6,13,Stretching and flexibility work,Building flexibility habits in the follicular phase when recovery is good creates a foundation for the whole cycle.
509,follicular,care,Care,6,13,New skincare routine launch,Test new products and routines in the follicular phase when skin is resilient and you can properly evaluate the results before luteal sensitivity.
510,follicular,care,Care,6,13,Spinal health check,Book the physio or osteopath appointment while energy is high and pain tolerance is good. Prevention is easier than cure.
511,follicular,care,Care,6,13,Review your supplements stack,Follicular clarity and mental energy make this a good time to research and review whether your current supplements are optimal.
512,ovulation,food,Nourish,14,16,Watercress for antioxidants,Watercress is one of the most antioxidant-rich vegetables. It protects the egg during its release from the follicle.
513,ovulation,food,Nourish,14,16,Grass-fed beef for CoQ10,CoQ10 in grass-fed beef supports mitochondrial function in egg cells at the critical ovulation window.
